sessionID,DNI,Telef,CP,duration_call_mins,Producto,Adosado,Bajo,Chalet,Con Perro,Con Rejas,Intermedio,Piso,Sin Perro,Sin Rejas,Unifamiliar,municipio_renta,municipio_norm,periodo_renta,renta_media,anio,tipo_delito,tasa
MC40MDU5MjAzMTQ3NDM4MjkxNw==,X33746368,696768858,28784,8.71278592890706,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC40MDUwMDg1MTYzMDM2NTE0,X82627807,675339929,28847,8.4220746327635,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MDUxOTIyNTM1NDMyMzM1,X85183425,628147034,28565,7.66698299288486,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MDUyMDcyOTg5NDg2Mzg1,X22488664,682770694,28763,5.032871329602646,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MDUyMTgxMTYyOTU2MTY=,X96435404,611743262,28636,9.360643559006398,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC40MDUyMjI3NzY2MTgwOTIxNA==,X87502713,620616195,28440,12.147935450425877,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MDUzMTk4ODQ5MjU0NzY1NQ==,X79319807,676297615,28710,22.13387624553649,Home Premium Plus,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MDUzNTE2Nzg1ODE5NDc=,X30715667,620426836,28047,0.5280767349617008,,0,1,0,0,0,0,1,1,1,0,28047 Collado Villalba,28047 COLLADO VILLALBA,2020.0,30635.0,,,
MC40MDY0MjU3OTA0MjQ5NDg2NA==,X96442249,641891629,28751,5.2494738277224,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MDY0ODE3MTcxMDE3Mzgy,X82919869,622731796,28896,5.727946052800691,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MDY0OTI4NTczMzE5NjMwNQ==,X88696663,629833407,28341,0.7032352736944656,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC40MDY1NzgzMDU0NzM4MzYzMw==,X46579505,694582241,28336,19.80705231751528,Home Premium,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MDY1ODEwMjU1NTc1NDUxNg==,X82460057,653759269,28816,1.539483206588144,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MDY3Nzc4MTc5MTQ5Njc5,X28326125,627156585,28967,10.375134127544968,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MDY4OTIyMTcxNDA5MDcwNg==,X75706304,685207367,28032,7.954209955328735,,0,0,1,0,0,0,0,0,1,1,28032 Camarma de Esteruelas,28032 CAMARMA DE ESTERUELAS,2020.0,54050.0,,,
MC40MDY5OTg0NzM0Nzg3MDQ2Ng==,X03299645,615440373,28351,2.866059739555513,,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC40MDYxODA2MTQ0MDQyMDkwNQ==,X08589186,647317106,28531,27.758537434632245,Home Basic,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC40MDYyOTcxODM0NjcxODA4,X21580939,678670055,28176,20.14635260389546,Home Basic,0,1,0,0,1,0,1,1,0,0,28176 Villanueva de la CaÃ±ada,28176 VILLANUEVA DE LA CAA±ADA,2020.0,77093.0,,,
MC40MDc1NjIwMDk2NTE2NDYzNQ==,X95657678,637361944,28508,3.05795046329903,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MDc2OTgzNjcwOTUxNTc4Mw==,X85542588,669253581,28112,2.6425381296567503,,0,1,0,1,0,0,1,0,1,0,28112 Pinilla del Valle,28112 PINILLA DEL VALLE,2020.0,34123.0,,,
MC40MDc3Mjk1NDQzMTM1MTM1,X15757578,653091913,28784,0.0384880381164869,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MDc4MzE0MDAzMTA2OTY1Mw==,X09603714,605129187,28026,21.37771019877936,Home Basic,0,0,1,0,0,0,0,0,1,1,28026 Brunete,28026 BRUNETE,2020.0,44891.0,,,
MC40MDc4NzMwODU5MzE5OTI1Ng==,X34648864,617801514,28323,2.67815135851011,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC40MDc5MTA4OTA4MzM4Mzg5,X57934029,659359565,28095,4.9313925492824335,,0,1,0,1,0,0,1,0,1,0,28095 Navalagamella,28095 NAVALAGAMELLA,2020.0,34433.0,,,
MC40MDc5NjgxMjk5Njc4ODk2Nw==,X34630374,621057252,28905,10.672027190675834,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC40MDcwMTMwODQ3MzgzNTY3Mw==,X10744254,651795749,28309,2.410070750680478,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MDcwNjIyOTIwODM1MjI5Ng==,X14737343,632632194,28702,19.94904695904478,Home Premium,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC40MDcxMTM5NzE1NzkwNDAwNg==,X21248357,691598659,28912,11.993515122974046,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MDcxMzM4MzM4ODIyMDQxNA==,X32960844,603940252,28669,16.913704150758768,Home Basic,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MDg0MzYyODU3MjI5NTAx,X49460701,655617064,28752,15.209859190226869,Home Basic,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC40MDg1NDE1NDU4MzkwOTE2NA==,X41419270,651030082,28861,7.15840978760518,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MDg2MDYwNzU5NDYxMjYz,X78996745,644507076,28991,5.089066940758892,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC40MDg3MTkwMDc4MDg1MTgy,X40306900,632818009,28844,5.396704626112338,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC40MDg4NzA3ODQ1NTg2NjIx,X81784216,613946654,28425,27.19392715380786,Home Premium Plus,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC40MDg5MDczNDM1NzA1Njgx,X00153876,683338933,28930,10.36621445613142,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MDgwNzUxODM4NTMzODYzNw==,X16448178,607121694,28613,11.91539842328444,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MDgxMTQyODY4Mzc4NTE2Nw==,X50330858,645041502,28593,1.432395954001703,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC40MDgxNTA2NjMyODczMDEx,X23474358,604696257,28328,1.595054649381607,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MDk1NjIyMTEzMDAwNjE=,X37679631,616678197,28840,1.662859467607304,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MDk4MjM2MDI4MjMzNTMy,X24829107,628860958,28792,19.711097508081338,Home Premium Plus,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC40MDk4MzkzNzAzMTc2NjY2,X91051894,642414318,28087,0.940753168046398,,0,1,0,0,0,0,1,1,1,0,"28087 Molinos, Los","28087 MOLINOS, LOS",2020.0,46634.0,,,
MC40MDk5OTM3NDI1MTgyMjg5NQ==,X14551905,681085692,28192,10.795776414085545,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MDkyMzQwMTkzMTIyNjE1NQ==,X87502713,620616195,28440,6.292416444777937,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MDkyOTQ1NTc2MTAzNDUxNw==,X93876619,665512521,28227,13.188543356302509,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MDkzNjEzMDU5OTUwMTgz,X39514885,670824754,28487,17.066896613349332,Home Premium Plus,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC40MTA0ODU0MDY0MDEzODA0,X37862089,619395017,28797,23.17609374198158,Home Premium,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MTA1ODUwMzMzMjA0Njc2,X68151455,648552142,28811,16.779171085539367,Home Premium Plus,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MTA3NTI0MjE5MDg0OTQ1,X30430518,684115391,28969,22.240051223900178,Home Basic,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTA3NjcyMDQ0MzIyMjgwMw==,X27744807,603636669,28465,3.239968419419731,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MTA3NzE5NTI4MjIxNzI4,X27299431,684284691,28606,10.365770142129568,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTA5NDQxNTk3ODM1NjgyNA==,X35613439,697924167,28158,4.85280782455093,,0,0,0,0,0,1,1,1,0,0,28158 Valdemanco,28158 VALDEMANCO,2020.0,36383.0,,,
MC40MTAxMzkwMzAwOTI0ODI1NA==,X04466400,614293935,28769,5.721146372628273,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC40MTAyMTA2MTg4OTAxNzc4NQ==,X81220738,643422029,28253,3.011260448631911,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC40MTAyMTMzNjcyNTcyMjI1Nw==,X91219567,634374953,28353,24.20982700430096,Home Premium Plus,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC40MTAyMjgyMTA2ODQ0MzYxNg==,X00834187,635308774,28226,6.854207498509274,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MTAyODAwOTc5MjE0NDQ4,X40575185,622259888,28973,0.5544532291694457,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MTE1MDIxNTY5ODgxMjQ=,X31712851,621229311,28850,14.371138525228371,Home Premium Plus,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MTE1MTYyMzU4NDIxMTk5NA==,X46639878,644338378,28476,18.7845681537189,Home Premium,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MTE1MTgxMDU0NTIzMzg5,X57337559,666786795,28063,2.074903177573468,,0,1,0,1,0,0,1,0,1,0,28063 Gargantilla del Lozoya y Pinilla de Buitrago,28063 GARGANTILLA DEL LOZOYA Y PINILLA DE BUITRAGO,2020.0,34048.0,,,
MC40MTE2MDU4NzI5NTExNjE0Nw==,X10413457,638145404,28127,21.28942805357316,Home Premium Plus,0,1,0,0,0,0,1,1,1,0,"28127 Rozas de Madrid, Las","28127 ROZAS DE MADRID, LAS",2020.0,,,,
MC40MTE2Mjk4NTM4NDI0OTE0,X49397715,679120457,28162,5.623058629247944,,0,1,0,1,1,0,1,0,0,0,28162 Valdeolmos-Alalpardo,28162 VALDEOLMOS-ALALPARDO,2020.0,92830.0,,,
MC40MTE3NjEyMDExNjIxNTU2NA==,X49343606,662808930,28144,7.775784899076549,,0,1,0,0,1,0,1,1,0,0,28144 Soto del Real,28144 SOTO DEL REAL,2020.0,61192.0,,,
MC40MTE4NzI2OTAxMDQ3ODMx,X46579505,694582241,28336,14.44606822841122,Home Premium,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MTE4ODA3MDAzODMzMjcyNQ==,X66770979,698860720,28319,5.330236568266521,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC40MTE4ODIzNzU2ODM2MjcwNw==,X05468452,683076199,28165,25.622884050158575,Home Premium Plus,0,1,0,0,1,0,1,1,0,0,28165 Valdilecha,28165 VALDILECHA,2020.0,32305.0,,,
MC40MTE5NTc4MjYzMjMyNTk1,X71996347,644496747,28094,23.715947995370083,Home Basic,0,0,1,0,0,0,0,0,1,1,28094 Navalafuente,28094 NAVALAFUENTE,2020.0,35441.0,,,
MC40MTExNjIzNjMxODc0NDU3,X26475296,685667304,28516,3.657809176374799,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MTEyMjI0Mzk4MDg0NDg4Ng==,X27227507,603031543,28945,5.1814885893971026,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTEzNTc0MzcwMTI3MDk0NA==,X65448867,607791409,28556,1.3267915403614476,,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC40MTI1OTk0MTA3Nzk0OTE3,X92039885,697896810,28813,27.909038643537286,Home Premium,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC40MTI2NTE2Mzk5NjY2MDc4,X90947819,617708206,28015,6.834872526847677,,0,1,0,0,0,0,1,1,1,0,28015 Arroyomolinos,28015 ARROYOMOLINOS,2020.0,59221.0,,,
MC40MTI3MTM5ODA4Mzk4NjQ3Nw==,X19954064,610557982,28373,1.964272228163826,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC40MTI5MjMzNjI3MDEwMDIxNg==,X39483812,665530076,28614,4.842146749080522,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTIwNTQzNzkzNTQwNjc2Mw==,X97743834,664966883,28294,6.372856036552344,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC40MTIwNjAwNzI5MDUzMDY4,X49549177,679926987,28482,4.910391855338613,,0,0,1,0,0,0,0,0,1,1,,,,,,,
MC40MTIxODU2MDg1Nzg1NDQ3,X36250135,658449436,28740,3.1831776901285975,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTM2MDMxNDQ4NjczNjM0,X81808330,699873439,28917,20.917361406259097,Home Premium,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MTM5MTcwODcwOTM1MzExNA==,X57380003,626840957,28796,7.696832452766482,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MTMwOTQ2NjQ2MjMxODI4,X89464741,694988681,28447,2.420564233815519,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC40MTMyNDAxMDA3OTgxMDkzNg==,X14977210,622825342,28761,0.7877424877404291,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MTMyODE2NDkxNzI4NDI0,X57227542,601084037,28791,6.598646301510552,,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MTMzMzAxMjIyMDg5ODAyNA==,X87674915,651709843,28015,5.559914182084502,,0,0,0,0,0,1,1,1,0,0,28015 Arroyomolinos,28015 ARROYOMOLINOS,2020.0,59221.0,,,
MC40MTQ0MzcyMzcxNzYzODk5,X69034133,614116093,28122,10.083030807689994,,0,1,0,0,1,0,1,1,0,0,28122 Ribatejada,28122 RIBATEJADA,2020.0,34882.0,,,
MC40MTQ1MTg0MjY3Mzc2MzM2,X75119119,608884551,28101,4.1589075433213605,,0,0,0,0,0,1,1,1,0,0,28101 Olmeda de las Fuentes,28101 OLMEDA DE LAS FUENTES,2020.0,44650.0,,,
MC40MTQ1MTkwODkyNzY4MjAyNA==,X94029115,656253606,28203,6.7611353067344755,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTQ2NTU4MDgzNjg3Njc2,X49740228,606524896,28343,1.1133592140148494,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MTQzNTk0MjY3ODE2MTA1Mw==,X17072062,612042242,28114,24.15870757494945,Home Premium,0,1,0,1,0,0,1,0,1,0,28114 PiÃ±uÃ©car-Gandullas,28114 PIA±UA©CAR-GANDULLAS,2020.0,31325.0,,,
MC40MTU0NzMyNTI2MTk5NTE2,X85219997,688521891,28563,2.850165628030257,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MTU2MjU2NjE5ODE5Njg4,X16189361,693817202,28269,3.873689908026644,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTU2NjAzMzQwMjcyNTUx,X94957571,696574321,28262,24.381275313362448,Home Premium Plus,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MTU4OTU1Nzc4NDgwNzky,X32574611,616566033,28692,14.091565207652296,Home Premium Plus,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MTUwMTgwMzMxNTc5ODM4,X75381738,657566957,28399,10.737024072972726,,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTUxMDQ3Nzc0NTkwNjg1,X04688941,629523765,28471,4.925650256372941,,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MTUyNTg5MzEyNDMxMDg1Mw==,X56209422,653609181,28023,18.906445581625373,Home Premium,1,0,1,0,1,0,0,0,0,0,"28023 Boalo, El","28023 BOALO, EL",2020.0,43633.0,,,
MC40MTY1MTU5MzMwODY5NTYy,X90132682,689971052,28608,19.962765925460246,Home Premium,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MTY2NDg0MjIzMTc0NzY4,X01329564,667673344,28650,15.8858673480927,Home Premium,0,1,0,0,1,0,1,1,0,0,,,,,,,
MC40MTY4ODcxOTM1NTMyMDQ=,X18447493,688591939,28723,23.037538018385668,Home Premium Plus,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MTYwNTA2NzQ5MzMwNDcwNA==,X56697396,613919182,28931,24.348919625317265,Home Premium Plus,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MTYwOTYwNTI5ODIyODk0Nw==,X11094585,653894826,28165,8.386795525726061,,0,1,0,0,1,0,1,1,0,0,28165 Valdilecha,28165 VALDILECHA,2020.0,32305.0,,,
MC40MTYxMTk5ODUxMDkyODA2,X50505334,640607997,28176,4.124388063913393,,0,1,0,0,0,0,1,1,1,0,28176 Villanueva de la CaÃ±ada,28176 VILLANUEVA DE LA CAA±ADA,2020.0,77093.0,,,
MC40MTc0MDY1NDU4NDc4OTc1,X05998619,675727366,28573,10.298399704816486,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MTc2ODc0NzgwMzYxMzU2,X11125695,680410202,28685,10.762138142137005,,1,0,1,0,0,0,0,0,1,0,,,,,,,
MC40MTc3MDg0MDY5MTgzODky,X85746816,611742037,28153,4.814234054145591,,1,0,1,0,0,0,0,0,1,0,28153 Torremocha de Jarama,28153 TORREMOCHA DE JARAMA,2020.0,42865.0,,,
MC40MTc5NzA3MTU2ODEyMDc5,X84256514,636253809,28038,7.898314513689634,,1,0,1,0,1,0,0,0,0,0,28038 Cercedilla,28038 CERCEDILLA,2020.0,48697.0,,,
MC40MTcwNzQyMzEyMzQ1NDUyMw==,X56870284,623521539,28728,13.52806697238602,,1,0,1,0,1,0,0,0,0,0,,,,,,,
MC40MTcxMjU0MzEwNzAxMzE5,X79342620,630718985,28021,9.4501484032739,,0,1,0,1,1,0,1,0,0,0,"28021 Berrueco, El","28021 BERRUECO, EL",2020.0,35588.0,,,
MC40MTcyMDUxODU4MzYwNTcxNQ==,X73939123,681674365,28599,20.666397207796862,Home Premium Plus,0,1,0,0,0,0,1,1,1,0,,,,,,,
MC40MTg0NTAzOTIwMjAyMjAxNg==,X08942599,640062334,28829,9.906762825778998,,0,0,0,0,0,1,1,1,0,0,,,,,,,
MC40MTg2MTM1NzQxMzc3NzEy,X72035073,615061943,28351,2.7405872839379204,,0,0,0,1,0,1,1,0,0,0,,,,,,,
MC40MTg3NjA4ODkwNDY3ODg1NA==,X18538095,624547786,28087,5.68418625125129,,0,0,0,0,0,1,1,1,0,0,"28087 Molinos, Los","28087 MOLINOS, LOS",2020.0,46634.0,,,
MC40MTg4NTA5NDY3NzAwNzcxNw==,X62425003,691210853,28365,24.174825859752275,Home Basic,0,0,1,0,1,0,0,0,0,1,,,,,,,
MC40MTg4OTcxMDA2NjE3Njcy,X95569559,690746186,28759,4.759759425231779,,0,1,0,1,0,0,1,0,1,0,,,,,,,
MC40MTg5NTM2MzU0OTM3OTkwNQ==,X57302775,622478343,28613,16.86233595636316,Home Premium Plus,0,1,0,1,1,0,1,0,0,0,,,,,,,
MC40MTgwNjA3MTI3NDA5NDgyNQ==,X84748251,633377248,28285,4.707534085921294,,0,1,0,0,0,0,1,1,1,0,,,,,,,
